flight_id,airline,source,destination,departure_time,arrival_time,duration_minutes,is_overnight,anomaly_duration_outlier
6F028,IndiGo,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,120.0,False,False
UK036,Vistara,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,264.0,True,False
SJ160,SpiceJet,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,45.0,False,False
6F151,IndiGo,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,140.0,False,False
UK140,Vistara,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,83.0,False,False
AI115,Air India,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,289.0,True,False
AI132,Air India,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,129.0,False,False
UK209,Unknown,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,165.0,False,False
SJ043,Unknown,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,129.0,False,False
UK176,Vistara,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,248.0,False,False
UK216,Vistara,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,194.0,False,False
UK150,Vistara,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,30.0,False,False
UK145,Vistara,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,131.0,False,False
6F270,Unknown,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,48.0,False,False
6F012,IndiGo,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,205.0,False,False
SJ236,SpiceJet,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,239.0,False,False
6F149,IndiGo,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,165.0,False,False
UK004,Vistara,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,34.0,False,False
UK010,Vistara,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,167.0,False,False
UK215,Vistara,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,132.0,False,False
SJ116,SpiceJet,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,89.0,False,False
SJ023,SpiceJet,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,102.0,False,False
UK152,Vistara,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,169.0,False,False
SJ202,SpiceJet,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,107.0,False,False
6F043,IndiGo,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,86.0,False,False
UK173,Vistara,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,256.0,False,False
SJ081,SpiceJet,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,109.0,False,False
UK153,Vistara,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,241.0,False,False
UK187,Vistara,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,110.0,False,False
UK055,Vistara,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,163.0,False,False
UK181,Vistara,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,162.0,False,False
UK074,Vistara,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,117.0,False,False
SJ068,SpiceJet,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,124.0,False,False
AI242,Unknown,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,62.0,False,False
SJ237,SpiceJet,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,148.0,False,False
6F194,IndiGo,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,118.0,False,False
UK063,Vistara,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,72.0,False,False
UK068,Vistara,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,101.0,False,False
UK224,Unknown,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,239.0,False,False
UK077,Unknown,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,98.0,False,False
UK207,Vistara,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,75.0,False,False
AI221,Air India,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,156.0,False,False
UK109,Vistara,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,60.00496666666666,False,False
UK089,Vistara,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,252.0,False,False
AI072,Air India,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,58.0,False,False
UK131,Vistara,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,246.0,False,False
SJ150,SpiceJet,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,210.0,False,False
6F097,IndiGo,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,77.0,False,False
6F123,IndiGo,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,106.0,False,False
6F017,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,False
6F245,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,False
6F180,IndiGo,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,264.0,False,False
6F152,IndiGo,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,124.0,False,False
SJ034,SpiceJet,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,291.0,False,False
SJ142,SpiceJet,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,102.0,False,False
UK189,Vistara,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,224.0,False,False
SJ044,SpiceJet,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,157.0,False,False
SJ196,SpiceJet,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,166.0,False,False
6F188,IndiGo,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,282.0,False,False
6F181,IndiGo,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,108.0,False,False
6F077,IndiGo,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,258.0,False,False
SJ154,SpiceJet,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,99.0,False,False
AI025,Air India,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,145.0,False,False
AI094,Air India,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,60.00496666666666,False,False
6F191,IndiGo,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,30.0,False,False
SJ085,SpiceJet,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,270.0,False,False
6F261,Unknown,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,178.0,False,False
6F129,IndiGo,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,139.0,False,False
6F254,Unknown,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,215.0,False,False
SJ185,SpiceJet,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,60.0,False,False
6F030,IndiGo,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,170.0,False,False
SJ222,SpiceJet,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,174.0,False,False
6F259,Unknown,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,71.0,False,False
UK083,Vistara,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,49.0,False,False
6F051,IndiGo,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,120.0,False,False
SJ088,SpiceJet,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,32.0,False,False
6F146,IndiGo,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,76.0,False,False
6F047,IndiGo,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,125.0,False,False
AI077,Air India,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,66.0,False,False
UK134,Vistara,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,222.0,False,False
AI056,Air India,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,235.0,False,False
UK141,Unknown,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,141.0,False,False
AI030,Air India,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,199.0,False,False
AI029,Air India,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,264.0,False,False
SJ167,SpiceJet,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,54.0,False,False
UK017,Vistara,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,95.0,False,False
6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,80.0,False,False
SJ117,SpiceJet,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,236.0,False,False
6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,179.0,False,False
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,186.0,False,False
AI178,Air India,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,59.0,False,False
SJ089,SpiceJet,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,273.0,False,False
UK166,Vistara,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,293.0,False,False
UK104,Vistara,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,82.0,False,False
6F168,IndiGo,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,220.0,False,False
AI222,Unknown,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,64.0,False,False
SJ025,SpiceJet,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,207.0,False,False
6F255,Unknown,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,214.0,False,False
UK228,Vistara,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,190.0,False,False
6F158,IndiGo,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,246.0,False,False
SJ218,SpiceJet,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,185.0,False,False
6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,56.0,False,False
UK156,Vistara,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,244.0,False,False
6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,72.0,False,False
6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,220.0,False,False
SJ074,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,41.0,False,False
6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,171.0,False,False
6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,229.0,False,False
6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,200.0,False,False
AI038,Air India,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,279.0,False,False
AI079,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,135.0,False,False
SJ018,SpiceJet,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,153.0,False,False
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,46.0,False,False
AI091,Air India,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,263.0,False,False
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,196.0,False,False
AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,False,False
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,45.0,False,False
AI146,Air India,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,186.0,False,False
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,103.0,False,False
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,60.00496666666666,False,False
AI129,Air India,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,189.0,False,False
AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,147.0,False,False
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,86.0,False,False
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,192.0,False,False
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,290.0,False,False
SJ141,SpiceJet,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,217.0,False,False
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,193.0,False,False
SJ235,SpiceJet,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,228.0,False,False
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,208.0,False,False
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,110.0,False,False
SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,False,False
SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,False,False
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,False,False
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,251.0,False,False
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,False,False
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,77.0,False,False
AI044,Unknown,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,False,False
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,False,False
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,247.0,False,False
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,300.0,False,False
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,35.0,False,False
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,36.0,False,False
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,False,False
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,261.0,False,False
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,False,False
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,False
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,False,False
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.00495,False,False
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,False,False
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,False,False
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,False,False
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,False,False
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,False,False
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,False,False
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,False,False
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,False,False
UK229,Unknown,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,False,False
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,False,False
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,False,False
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,False,False
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,False
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,False,False
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,False,False
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,False,False
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,False
AI047,Unknown,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,False
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,False
AI088,Unknown,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,False
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,False,False
AI128,Unknown,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,False
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,False
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,False,False
SJ138,Unknown,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,False
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,False
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,False
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,False
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,False
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,False
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,False
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,False
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,False
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,False
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,False
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,False
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,False
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,False
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,False,False
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,False,False
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,False,False
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,False,False
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,False
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,False,False
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,False
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,False,False
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,False
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,False
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,False
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,False
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,False
